Kennziffer,Raumeinheit,Aggregat,Jahr,Arbeitslosenquote,Wahlbeteiligung,Durchschnittsalter,BIP,Stadt_Land
05370,Heinsberg,Landkreis,2011,7.5,NA,42.8,20.3,NA
05370,Heinsberg,Landkreis,2012,7.3,NA,43.1,21.6,NA
05370,Heinsberg,Landkreis,2013,7.4,70.5,43.4,22.4,NA
05370,Heinsberg,Landkreis,2014,7.1,NA,43.6,23.1,NA
05370,Heinsberg,Landkreis,2015,6.5,NA,43.7,23.5,NA
05370,Heinsberg,Landkreis,2016,6,NA,43.9,24.3,NA
05370,Heinsberg,Landkreis,2017,5.7,74.1,44,25.4,0
05374,Oberbergischer Kreis,Landkreis,1998,9.2,83.6,39,NA,NA
05374,Oberbergischer Kreis,Landkreis,1999,8.8,NA,39.2,NA,NA
05374,Oberbergischer Kreis,Landkreis,2000,8.3,NA,39.4,23,NA
05374,Oberbergischer Kreis,Landkreis,2001,8,NA,39.7,23.6,NA
05374,Oberbergischer Kreis,Landkreis,2002,8.1,80.1,39.9,23.2,NA
05374,Oberbergischer Kreis,Landkreis,2003,8.7,NA,40.1,22.9,NA
05374,Oberbergischer Kreis,Landkreis,2004,9,NA,40.4,23.5,NA
05374,Oberbergischer Kreis,Landkreis,2005,10.6,76.4,40.8,24.3,NA
05374,Oberbergischer Kreis,Landkreis,2006,9.7,NA,41.1,25.6,NA
05374,Oberbergischer Kreis,Landkreis,2007,7.3,NA,41.4,27.8,NA
05374,Oberbergischer Kreis,Landkreis,2008,6.3,NA,41.7,28.3,NA
05374,Oberbergischer Kreis,Landkreis,2009,7.5,70,42.1,25.6,NA
05374,Oberbergischer Kreis,Landkreis,2010,7.3,NA,42.4,27.1,NA
05374,Oberbergischer Kreis,Landkreis,2011,6.3,NA,42.9,30.1,NA
05374,Oberbergischer Kreis,Landkreis,2012,6,NA,43.2,30.7,NA
05374,Oberbergischer Kreis,Landkreis,2013,6.1,71.1,43.4,31.3,NA
05374,Oberbergischer Kreis,Landkreis,2014,5.9,NA,43.7,32.4,NA
05374,Oberbergischer Kreis,Landkreis,2015,5.5,NA,43.6,33.8,NA
05374,Oberbergischer Kreis,Landkreis,2016,5.5,NA,43.8,34.9,NA
05374,Oberbergischer Kreis,Landkreis,2017,5.3,74.4,43.9,35.8,0
05378,Rheinisch-Bergischer Kreis,Landkreis,1998,8.4,85.9,40.6,NA,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,1999,8.3,NA,40.8,NA,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2000,7.3,NA,41,19.7,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2001,7,NA,41.3,19.4,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2002,7.4,83.6,41.5,19.7,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2003,8.1,NA,41.7,19.6,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2004,8.4,NA,42,19.5,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2005,9.7,82,42.4,20.5,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2006,9.6,NA,42.7,20.4,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2007,8.1,NA,43,21.1,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2008,7,NA,43.3,21.3,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2009,6.8,76.6,43.6,20.8,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2010,6.7,NA,43.9,21,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2011,6.3,NA,44.2,22.3,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2012,6.2,NA,44.5,22.7,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2013,6.5,77.5,44.7,23,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2014,6.4,NA,45,24.1,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2015,6.3,NA,45,24.4,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2016,6.2,NA,45.1,25.3,NA
05378,Rheinisch-Bergischer Kreis,Landkreis,2017,6,79.4,45.3,26.2,0
05382,Rhein-Sieg-Kreis,Landkreis,1998,7.4,85,39.2,NA,NA
05382,Rhein-Sieg-Kreis,Landkreis,1999,7,NA,39.4,NA,NA
05382,Rhein-Sieg-Kreis,Landkreis,2000,6.5,NA,39.6,19,NA
05382,Rhein-Sieg-Kreis,Landkreis,2001,6.3,NA,39.8,18.6,NA
05382,Rhein-Sieg-Kreis,Landkreis,2002,6.7,82.2,40,19.3,NA
05382,Rhein-Sieg-Kreis,Landkreis,2003,7.1,NA,40.3,20.1,NA
05382,Rhein-Sieg-Kreis,Landkreis,2004,6.9,NA,40.6,20.1,NA
05382,Rhein-Sieg-Kreis,Landkreis,2005,7.7,79.8,40.9,20.7,NA
05382,Rhein-Sieg-Kreis,Landkreis,2006,7.9,NA,41.3,20.7,NA
05382,Rhein-Sieg-Kreis,Landkreis,2007,6.8,NA,41.6,22,NA
05382,Rhein-Sieg-Kreis,Landkreis,2008,6.2,NA,41.9,23.2,NA
05382,Rhein-Sieg-Kreis,Landkreis,2009,6.4,73.4,42.2,22.5,NA
05382,Rhein-Sieg-Kreis,Landkreis,2010,5.9,NA,42.5,23.4,NA
05382,Rhein-Sieg-Kreis,Landkreis,2011,5.5,NA,42.8,25.6,NA
05382,Rhein-Sieg-Kreis,Landkreis,2012,5.6,NA,43.1,26.3,NA
05382,Rhein-Sieg-Kreis,Landkreis,2013,6,74.4,43.4,27.3,NA
05382,Rhein-Sieg-Kreis,Landkreis,2014,6,NA,43.6,28.2,NA
05382,Rhein-Sieg-Kreis,Landkreis,2015,5.5,NA,43.5,27.9,NA
05382,Rhein-Sieg-Kreis,Landkreis,2016,5.4,NA,43.7,27.3,NA
05382,Rhein-Sieg-Kreis,Landkreis,2017,5.2,78.5,43.9,28.3,0
05512,"Bottrop, Stadt",krsfr. Stadt,1998,13.6,84.2,40.8,NA,NA
05512,"Bottrop, Stadt",krsfr. Stadt,1999,13.3,NA,41,NA,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2000,11.7,NA,41.2,15.2,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2001,10.8,NA,41.5,15.5,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2002,11.4,79.4,41.7,15.2,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2003,12.2,NA,42,15,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2004,13,NA,42.2,15.2,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2005,14.1,78.6,42.5,16.5,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2006,12.9,NA,42.8,16.7,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2007,10.8,NA,43.1,17.3,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2008,9,NA,43.4,19.5,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2009,8.7,70.4,43.6,18.7,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2010,8.6,NA,43.9,19.7,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2011,8.5,NA,44.1,19.8,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2012,8.7,NA,44.4,20.9,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2013,8.9,70.9,44.7,20.3,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2014,8.5,NA,44.9,19.7,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2015,7.9,NA,44.8,20.4,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2016,7.6,NA,44.9,21.4,NA
05512,"Bottrop, Stadt",krsfr. Stadt,2017,7.7,74.5,45,22.1,0
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,1998,17,79.4,41.3,NA,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,1999,17,NA,41.5,NA,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2000,15.7,NA,41.7,22.3,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2001,15.3,NA,41.9,22.1,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2002,16,74,42,21.4,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2003,17,NA,42.2,21.6,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2004,18,NA,42.5,23,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2005,23.4,72.6,42.6,23.6,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2006,20.1,NA,42.8,25.3,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2007,17,NA,42.9,27.1,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2008,15.2,NA,43,27.4,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2009,15.1,64.1,43.2,26.1,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2010,14.4,NA,43.3,29.1,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2011,14.3,NA,43.5,29.2,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2012,14.3,NA,43.5,29.3,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2013,14.4,64.4,43.6,29.2,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2014,14.7,NA,43.6,28.5,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2015,14.7,NA,43.4,28.8,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2016,14.7,NA,43.2,29.1,NA
05513,"Gelsenkirchen, Stadt",krsfr. Stadt,2017,14,67.4,43.2,29.8,0
05515,"Münster, Stadt",krsfr. Stadt,1998,8.8,86.2,39.3,NA,NA
05515,"Münster, Stadt",krsfr. Stadt,1999,8.5,NA,39.5,NA,NA
05515,"Münster, Stadt",krsfr. Stadt,2000,7.1,NA,39.6,46.5,NA
05515,"Münster, Stadt",krsfr. Stadt,2001,6.7,NA,39.7,47.8,NA
05515,"Münster, Stadt",krsfr. Stadt,2002,7.3,83.9,39.9,48.5,NA
05515,"Münster, Stadt",krsfr. Stadt,2003,7.8,NA,40,50,NA
05515,"Münster, Stadt",krsfr. Stadt,2004,8.3,NA,40.2,51.7,NA
05515,"Münster, Stadt",krsfr. Stadt,2005,9.1,82.3,40.4,52.4,NA
05515,"Münster, Stadt",krsfr. Stadt,2006,8.4,NA,40.6,55.2,NA
05515,"Münster, Stadt",krsfr. Stadt,2007,7.1,NA,40.8,57.3,NA
05515,"Münster, Stadt",krsfr. Stadt,2008,6.4,NA,40.9,60,NA
05515,"Münster, Stadt",krsfr. Stadt,2009,6.5,77.1,41,52.6,NA
05515,"Münster, Stadt",krsfr. Stadt,2010,6,NA,41,52.3,NA
05515,"Münster, Stadt",krsfr. Stadt,2011,6,NA,40.5,51.1,NA
05515,"Münster, Stadt",krsfr. Stadt,2012,6.1,NA,40.6,51.6,NA
05515,"Münster, Stadt",krsfr. Stadt,2013,6,78.5,40.6,53,NA
05515,"Münster, Stadt",krsfr. Stadt,2014,6,NA,40.7,54.5,NA
05515,"Münster, Stadt",krsfr. Stadt,2015,5.8,NA,40.5,54.2,NA
05515,"Münster, Stadt",krsfr. Stadt,2016,5.7,NA,40.6,55,NA
05515,"Münster, Stadt",krsfr. Stadt,2017,5.4,81.8,40.6,56.7,0
05554,Borken,Landkreis,1998,8.1,84.2,36.8,NA,NA
05554,Borken,Landkreis,1999,7.7,NA,37,NA,NA
05554,Borken,Landkreis,2000,6.3,NA,37.3,22.3,NA
05554,Borken,Landkreis,2001,6.2,NA,37.6,22.4,NA
05554,Borken,Landkreis,2002,7.1,81.6,37.8,22.1,NA
05554,Borken,Landkreis,2003,7.7,NA,38.1,22.2,NA
05554,Borken,Landkreis,2004,7.7,NA,38.5,22.9,NA
05554,Borken,Landkreis,2005,8.3,79.8,38.8,23.4,NA
05554,Borken,Landkreis,2006,7.8,NA,39.2,24.5,NA
05554,Borken,Landkreis,2007,5.8,NA,39.5,25.9,NA
05554,Borken,Landkreis,2008,4.8,NA,39.8,27.1,NA
05554,Borken,Landkreis,2009,5.8,73,40.2,26.4,NA
05554,Borken,Landkreis,2010,5.1,NA,40.5,28,NA
05554,Borken,Landkreis,2011,4.2,NA,40.9,30.1,NA
05554,Borken,Landkreis,2012,4.2,NA,41.3,30.9,NA
05554,Borken,Landkreis,2013,4.3,74.4,41.6,31.7,NA
05554,Borken,Landkreis,2014,4.4,NA,41.9,33,NA
05554,Borken,Landkreis,2015,4.1,NA,41.9,34.1,NA
05554,Borken,Landkreis,2016,3.9,NA,42.2,35.3,NA
05554,Borken,Landkreis,2017,3.7,77.6,42.4,36.8,0
05558,Coesfeld,Landkreis,1998,7.2,86.3,37.4,NA,NA
05558,Coesfeld,Landkreis,1999,6.7,NA,37.6,NA,NA
05558,Coesfeld,Landkreis,2000,5.9,NA,37.9,18.5,NA
05558,Coesfeld,Landkreis,2001,5.8,NA,38.2,18.8,NA
05558,Coesfeld,Landkreis,2002,6.4,83.8,38.5,18.5,NA
05558,Coesfeld,Landkreis,2003,7,NA,38.9,18.9,NA
05558,Coesfeld,Landkreis,2004,7,NA,39.2,19.3,NA
05558,Coesfeld,Landkreis,2005,7.9,82,39.6,19.9,NA
05558,Coesfeld,Landkreis,2006,6.6,NA,40,20.5,NA
05558,Coesfeld,Landkreis,2007,5,NA,40.4,22.3,NA
05558,Coesfeld,Landkreis,2008,3.9,NA,40.9,21.4,NA
05558,Coesfeld,Landkreis,2009,4.4,76.5,41.3,21.4,NA
05558,Coesfeld,Landkreis,2010,3.9,NA,41.7,22,NA
05558,Coesfeld,Landkreis,2011,3.2,NA,42.3,23.8,NA
05558,Coesfeld,Landkreis,2012,3.1,NA,42.7,24.6,NA
05558,Coesfeld,Landkreis,2013,3.4,77.7,43,25,NA
05558,Coesfeld,Landkreis,2014,3.4,NA,43.3,25.8,NA
05558,Coesfeld,Landkreis,2015,3.1,NA,43.4,25.9,NA
05558,Coesfeld,Landkreis,2016,3,NA,43.6,27.8,NA
05558,Coesfeld,Landkreis,2017,3,80.6,43.9,28.8,0
05562,Recklinghausen,Landkreis,1998,13.3,83.8,40.4,NA,NA
05562,Recklinghausen,Landkreis,1999,13.2,NA,40.7,NA,NA
05562,Recklinghausen,Landkreis,2000,12.4,NA,40.9,15.6,NA
05562,Recklinghausen,Landkreis,2001,12,NA,41.2,16.9,NA
05562,Recklinghausen,Landkreis,2002,11.8,79,41.5,17.3,NA
05562,Recklinghausen,Landkreis,2003,12,NA,41.8,17,NA
05562,Recklinghausen,Landkreis,2004,12.2,NA,42.1,18.4,NA
05562,Recklinghausen,Landkreis,2005,14,77.3,42.4,18.5,NA
05562,Recklinghausen,Landkreis,2006,13.8,NA,42.7,18.9,NA
05562,Recklinghausen,Landkreis,2007,12.1,NA,43,19.7,NA
05562,Recklinghausen,Landkreis,2008,11.2,NA,43.3,21.1,NA
05562,Recklinghausen,Landkreis,2009,11.3,70.7,43.6,20.9,NA
05562,Recklinghausen,Landkreis,2010,11.2,NA,43.9,22.1,NA
05562,Recklinghausen,Landkreis,2011,10.8,NA,44.3,23.5,NA
05562,Recklinghausen,Landkreis,2012,10.7,NA,44.5,23.5,NA
05562,Recklinghausen,Landkreis,2013,11.1,70.7,44.8,23.8,NA
05562,Recklinghausen,Landkreis,2014,11,NA,45,24.6,NA
05562,Recklinghausen,Landkreis,2015,10.6,NA,44.9,24.5,NA
05562,Recklinghausen,Landkreis,2016,10.4,NA,45,24.4,NA
05562,Recklinghausen,Landkreis,2017,10.2,73.4,45.1,25.3,0
05566,Steinfurt,Landkreis,1998,7.7,85,37.9,NA,NA
05566,Steinfurt,Landkreis,1999,7.5,NA,38.1,NA,NA
05566,Steinfurt,Landkreis,2000,6.5,NA,38.4,19.8,NA
05566,Steinfurt,Landkreis,2001,6.2,NA,38.6,19.9,NA
05566,Steinfurt,Landkreis,2002,6.6,82.1,38.9,20.1,NA
05566,Steinfurt,Landkreis,2003,7.3,NA,39.2,20.3,NA
05566,Steinfurt,Landkreis,2004,7.2,NA,39.5,20.8,NA
05566,Steinfurt,Landkreis,2005,7.8,79.9,39.8,21.4,NA
05566,Steinfurt,Landkreis,2006,6.9,NA,40.1,22.5,NA
05566,Steinfurt,Landkreis,2007,5.6,NA,40.4,24.2,NA
05566,Steinfurt,Landkreis,2008,4.7,NA,40.8,24.5,NA
05566,Steinfurt,Landkreis,2009,5.2,73.5,41.1,23.4,NA
05566,Steinfurt,Landkreis,2010,5,NA,41.4,24.7,NA
05566,Steinfurt,Landkreis,2011,4.6,NA,41.9,26.8,NA
05566,Steinfurt,Landkreis,2012,4.5,NA,42.2,27.4,NA
05566,Steinfurt,Landkreis,2013,4.9,74.6,42.5,27.8,NA
05566,Steinfurt,Landkreis,2014,4.9,NA,42.7,29,NA
05566,Steinfurt,Landkreis,2015,4.8,NA,42.7,29.7,NA
05566,Steinfurt,Landkreis,2016,4.7,NA,42.9,31,NA
05566,Steinfurt,Landkreis,2017,4.5,77.4,43,32,0
05570,Warendorf,Landkreis,1998,7.9,85.8,38.4,NA,NA
05570,Warendorf,Landkreis,1999,7.4,NA,38.6,NA,NA
05570,Warendorf,Landkreis,2000,6.4,NA,38.8,20.9,NA
05570,Warendorf,Landkreis,2001,6.5,NA,39,20.6,NA
05570,Warendorf,Landkreis,2002,7,82.7,39.3,21,NA
05570,Warendorf,Landkreis,2003,7.6,NA,39.6,21.5,NA
05570,Warendorf,Landkreis,2004,7.9,NA,39.9,21.9,NA
05570,Warendorf,Landkreis,2005,9.2,79.8,40.2,22.1,NA
05570,Warendorf,Landkreis,2006,8.1,NA,40.6,22.8,NA
05570,Warendorf,Landkreis,2007,6.4,NA,40.9,24.9,NA
05570,Warendorf,Landkreis,2008,5.1,NA,41.3,25.1,NA
05570,Warendorf,Landkreis,2009,6.1,73.1,41.7,24.8,NA
05570,Warendorf,Landkreis,2010,6.2,NA,42,25.2,NA
05570,Warendorf,Landkreis,2011,5.4,NA,42.5,27.1,NA
05570,Warendorf,Landkreis,2012,5.5,NA,42.8,28,NA
05570,Warendorf,Landkreis,2013,5.9,74.4,43.1,28.9,NA
05570,Warendorf,Landkreis,2014,5.9,NA,43.4,29.2,NA
05570,Warendorf,Landkreis,2015,5.9,NA,43.3,29.2,NA
05570,Warendorf,Landkreis,2016,5.8,NA,43.5,30.4,NA
05570,Warendorf,Landkreis,2017,5.5,77.4,43.7,31.4,0
05711,"Bielefeld, Stadt",krsfr. Stadt,1998,12.2,84.4,41.1,NA,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,1999,12.2,NA,41.2,NA,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2000,11,NA,41.2,27.5,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2001,10.9,NA,41.3,28.6,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2002,12.1,80.8,41.4,28,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2003,13.1,NA,41.3,27.8,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2004,13.7,NA,41.4,28.2,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2005,15.3,78.7,41.6,29.1,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2006,13.2,NA,41.8,29.6,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2007,10.7,NA,41.9,31.9,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2008,9.7,NA,42,32.4,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2009,10.7,72,42.1,31.7,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2010,10.5,NA,42.2,32.3,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2011,9.5,NA,42.2,33.9,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2012,9.2,NA,42.3,34.5,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2013,9.5,71.7,42.4,35.6,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2014,9.5,NA,42.5,36.9,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2015,9.4,NA,42.4,37.3,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2016,8.8,NA,42.4,38.2,NA
05711,"Bielefeld, Stadt",krsfr. Stadt,2017,8.3,74.8,42.4,39.3,0
05754,Gütersloh,Landkreis,1998,7.8,84.2,38.3,NA,NA
05754,Gütersloh,Landkreis,1999,7.4,NA,38.4,NA,NA
05754,Gütersloh,Landkreis,2000,6.6,NA,38.6,30.4,NA
05754,Gütersloh,Landkreis,2001,6.9,NA,38.8,31.2,NA
05754,Gütersloh,Landkreis,2002,7.9,81.1,39.1,31,NA
05754,Gütersloh,Landkreis,2003,8.8,NA,39.4,30.7,NA
05754,Gütersloh,Landkreis,2004,8.8,NA,39.6,31.7,NA
05754,Gütersloh,Landkreis,2005,9.7,78.7,39.9,32.5,NA
05754,Gütersloh,Landkreis,2006,7.9,NA,40.3,34.4,NA
05754,Gütersloh,Landkreis,2007,5.9,NA,40.5,36.8,NA
05754,Gütersloh,Landkreis,2008,4.7,NA,40.8,37.4,NA
05754,Gütersloh,Landkreis,2009,5.3,71.6,41.1,36.1,NA
05754,Gütersloh,Landkreis,2010,5.4,NA,41.4,37.7,NA
05754,Gütersloh,Landkreis,2011,4.7,NA,41.9,40.9,NA
05754,Gütersloh,Landkreis,2012,4.9,NA,42.1,41.8,NA
05754,Gütersloh,Landkreis,2013,5.4,71.8,42.4,43.4,NA
05754,Gütersloh,Landkreis,2014,5.4,NA,42.6,44.8,NA
05754,Gütersloh,Landkreis,2015,5.2,NA,42.5,44.1,NA
05754,Gütersloh,Landkreis,2016,4.8,NA,42.7,46.1,NA
05754,Gütersloh,Landkreis,2017,4.5,75,42.8,46.7,0
05758,Herford,Landkreis,1998,8.9,83.9,40.7,NA,NA
05758,Herford,Landkreis,1999,8.4,NA,40.8,NA,NA
05758,Herford,Landkreis,2000,7.2,NA,40.9,24.8,NA
05758,Herford,Landkreis,2001,7,NA,41,24.7,NA
05758,Herford,Landkreis,2002,8,80.3,41.2,25.4,NA
05758,Herford,Landkreis,2003,8.9,NA,41.5,25.8,NA
05758,Herford,Landkreis,2004,8.8,NA,41.7,25.9,NA
05758,Herford,Landkreis,2005,10.2,77.6,42,26.4,NA
05758,Herford,Landkreis,2006,9.3,NA,42.2,26.2,NA
05758,Herford,Landkreis,2007,7.3,NA,42.4,27.4,NA
05758,Herford,Landkreis,2008,6.4,NA,42.7,27.5,NA
05758,Herford,Landkreis,2009,7.6,70.1,42.9,26.8,NA
05758,Herford,Landkreis,2010,7.1,NA,43.2,27.3,NA
05758,Herford,Landkreis,2011,6.2,NA,43.7,28.3,NA
05758,Herford,Landkreis,2012,6.2,NA,43.9,29.3,NA
05758,Herford,Landkreis,2013,6.3,70.3,44.1,30.6,NA
05758,Herford,Landkreis,2014,6.4,NA,44.3,31.3,NA
05758,Herford,Landkreis,2015,6.1,NA,44.2,31.9,NA
05758,Herford,Landkreis,2016,5.8,NA,44.4,33,NA
05758,Herford,Landkreis,2017,5.6,73.1,44.4,33.9,0
05762,Höxter,Landkreis,1998,8.8,84.9,39.2,NA,NA
05762,Höxter,Landkreis,1999,8.7,NA,39.4,NA,NA
05762,Höxter,Landkreis,2000,7.7,NA,39.6,18.6,NA
05762,Höxter,Landkreis,2001,8,NA,39.9,18.7,NA
05762,Höxter,Landkreis,2002,8.3,82.1,40.2,18.5,NA
05762,Höxter,Landkreis,2003,8.5,NA,40.5,18.8,NA
05762,Höxter,Landkreis,2004,8.5,NA,40.8,19.3,NA
05762,Höxter,Landkreis,2005,9.3,79.1,41.2,19.4,NA
05762,Höxter,Landkreis,2006,9,NA,41.5,20.3,NA
05762,Höxter,Landkreis,2007,7.2,NA,41.9,21.7,NA
05762,Höxter,Landkreis,2008,6.3,NA,42.3,21.6,NA
05762,Höxter,Landkreis,2009,6.8,72.7,42.6,21.3,NA
05762,Höxter,Landkreis,2010,6.2,NA,42.9,21.8,NA
05762,Höxter,Landkreis,2011,5.5,NA,43.4,23.3,NA
05762,Höxter,Landkreis,2012,5.4,NA,43.7,24.1,NA
05762,Höxter,Landkreis,2013,5.4,72.8,44,24.8,NA
05762,Höxter,Landkreis,2014,5.4,NA,44.2,25.5,NA
05762,Höxter,Landkreis,2015,5.1,NA,44.2,26.5,NA
05762,Höxter,Landkreis,2016,5,NA,44.7,26.9,NA
05762,Höxter,Landkreis,2017,4.6,75.9,44.8,28,1
05766,Lippe,Landkreis,1998,9,84.1,40.1,NA,NA
05766,Lippe,Landkreis,1999,8.8,NA,40.3,NA,NA
05766,Lippe,Landkreis,2000,7.9,NA,40.5,21,NA
05766,Lippe,Landkreis,2001,8.3,NA,40.7,21.2,NA
05766,Lippe,Landkreis,2002,9.6,81.7,40.9,21.1,NA
05766,Lippe,Landkreis,2003,10.3,NA,41.1,20.9,NA
05766,Lippe,Landkreis,2004,10,NA,41.4,21.2,NA
05766,Lippe,Landkreis,2005,12.1,78.4,41.7,21.8,NA
05766,Lippe,Landkreis,2006,10.6,NA,42,22.7,NA
05766,Lippe,Landkreis,2007,8.8,NA,42.2,24.3,NA
05766,Lippe,Landkreis,2008,8.1,NA,42.4,24.3,NA
05766,Lippe,Landkreis,2009,9,71.9,42.7,22.9,NA
05766,Lippe,Landkreis,2010,8.4,NA,42.9,24.1,NA
05766,Lippe,Landkreis,2011,7.5,NA,43.4,25.7,NA
05766,Lippe,Landkreis,2012,7.5,NA,43.6,26.5,NA
05766,Lippe,Landkreis,2013,7.7,71.8,43.9,27.2,NA
05766,Lippe,Landkreis,2014,7.6,NA,44,28.2,NA
05766,Lippe,Landkreis,2015,7.3,NA,43.8,28.4,NA
05766,Lippe,Landkreis,2016,7,NA,44.1,29.1,NA
05766,Lippe,Landkreis,2017,6.6,74.5,44.1,30,0
05770,Minden-Lübbecke,Landkreis,1998,9.4,82.7,40.1,NA,NA
05770,Minden-Lübbecke,Landkreis,1999,8.8,NA,40.3,NA,NA
05770,Minden-Lübbecke,Landkreis,2000,7.7,NA,40.5,27,NA
05770,Minden-Lübbecke,Landkreis,2001,7.5,NA,40.7,26.2,NA
05770,Minden-Lübbecke,Landkreis,2002,8.5,79.5,40.9,26.9,NA
05770,Minden-Lübbecke,Landkreis,2003,9.6,NA,41.1,27.6,NA
05770,Minden-Lübbecke,Landkreis,2004,9.5,NA,41.4,27.3,NA
05770,Minden-Lübbecke,Landkreis,2005,10.6,76.7,41.6,28.6,NA
05770,Minden-Lübbecke,Landkreis,2006,9.3,NA,41.9,29.1,NA
05770,Minden-Lübbecke,Landkreis,2007,7.3,NA,42.1,30.9,NA
05770,Minden-Lübbecke,Landkreis,2008,6.3,NA,42.4,32.1,NA
05770,Minden-Lübbecke,Landkreis,2009,7.4,69.4,42.6,30.7,NA
05770,Minden-Lübbecke,Landkreis,2010,7.3,NA,42.9,32,NA
05770,Minden-Lübbecke,Landkreis,2011,6.2,NA,43.4,34.8,NA
05770,Minden-Lübbecke,Landkreis,2012,5.8,NA,43.6,35.2,NA
05770,Minden-Lübbecke,Landkreis,2013,5.8,69.7,43.8,36.2,NA
05770,Minden-Lübbecke,Landkreis,2014,5.9,NA,44,37.9,NA
05770,Minden-Lübbecke,Landkreis,2015,5.6,NA,43.9,38.3,NA
05770,Minden-Lübbecke,Landkreis,2016,5.4,NA,44,40.2,NA
05770,Minden-Lübbecke,Landkreis,2017,5.1,73.1,44.1,41.1,0
05774,Paderborn,Landkreis,1998,9.9,83,37.2,NA,NA
05774,Paderborn,Landkreis,1999,9.2,NA,37.4,NA,NA
05774,Paderborn,Landkreis,2000,8.3,NA,37.6,23.6,NA
05774,Paderborn,Landkreis,2001,8.2,NA,37.8,23.5,NA
